label,BRCA1,BRCA2,TP53,PIK3CA,CDH1,PTEN,AKT1,MYC,CCND1,ERBB2,ESR1,PGR,MKI67,KRAS,EGFR,VEGFA,MMP9,CDKN2A,STAT3,JAK2
Cancer,-2.7137,-1.0598,0.4423,0.3388,3.1922,1.4353,0.0446,-2.1519,0.1426,1.4142,2.6409,-1.3885,-1.818,0.6276,-1.4736,-1.557,0.2562,0.6054,0.1282,-0.133
Cancer,-1.3765,-0.8828,-0.2765,-0.115,1.8096,1.3249,0.2405,-2.7886,0.9722,2.5794,3.8235,2.6193,-2.0465,0.565,-2.6199,-1.039,-1.9542,1.1406,1.1703,0.835
Cancer,-2.1565,-1.5178,-0.3053,1.885,2.771,1.5883,0.6046,-1.6184,0.0344,2.176,2.2461,-0.2848,-3.1012,-0.562,-1.027,-1.1353,-3.2342,0.7252,1.197,-0.4118
Cancer,-1.7333,-0.1238,0.0825,1.1462,2.7075,1.5302,0.118,-0.8464,-0.4022,0.9976,3.0485,2.3852,-0.8178,1.2338,-0.8751,-0.5467,-2.1492,0.7635,0.6044,0.2167
Cancer,-0.6899,0.475,-0.0447,1.273,1.7396,0.8603,-0.4696,-0.8737,0.6793,0.5149,1.3544,-3.446,-0.6312,0.5005,4.7385,-0.1878,1.4832,-2.2612,1.6913,0.8305
Cancer,-2.0734,-2.327,0.1872,-0.3792,1.4408,0.7284,-0.0426,-1.3272,-0.0162,2.4429,4.995,2.2873,-4.0775,-0.6768,-0.6981,-2.1519,-4.978,0.5261,1.1972,-0.1007
Cancer,-1.4488,-1.7185,-0.1825,0.0612,0.3123,1.1665,-0.3568,-0.794,0.3952,2.1922,4.1537,3.7033,-2.9935,-0.0362,-1.5057,-1.9684,-4.3845,0.9673,1.5206,0.1668
Cancer,-1.3568,-0.4068,-0.1958,0.7692,2.8922,1.2099,0.3075,-2.2195,0.9093,1.7111,3.0448,2.8732,-1.49,-0.0573,-1.3414,-1.0837,-2.8482,1.3838,1.1202,0.2067
Cancer,-1.5663,-0.2088,-0.2857,-0.196,2.8185,0.499,0.3089,-1.7291,-1.3458,2.4732,3.8248,-0.4312,-2.3842,0.539,-0.4799,-0.5967,-5.8548,0.6386,0.5427,-0.0268
Cancer,-1.9356,-1.204,-0.6242,0.3632,1.9578,1.4791,-0.9704,-0.1662,-0.2158,2.5699,3.2557,3.5767,-2.7682,0.2249,-1.0255,-0.8966,-0.2527,0.5239,0.9535,0.3098
Cancer,-2.3231,0.2182,-0.0953,0.58,3.767,0.6985,0.3388,-1.3739,-0.0738,1.0638,4.5469,-1.0322,-1.8125,0.047,-1.5079,-1.8031,-3.0635,0.7505,0.7506,0.6058
Cancer,-2.3116,-0.2435,0.1652,-0.0382,1.9343,0.9631,-0.0372,-1.3388,0.425,4.3239,1.2625,0.1848,-0.2565,0.4985,-0.679,0.4661,-1.728,0.6718,0.7434,-0.4248
Cancer,-0.9786,-2.108,0.3815,-0.1005,2.2068,0.461,-0.2781,-1.3428,-2.9404,2.0894,-1.9688,-2.764,0.0015,0.1921,2.2532,-0.1731,-4.4938,2.4591,0.3571,-0.57
Cancer,-0.9021,-0.5335,-0.0845,-0.564,1.3898,1.1415,0.3905,-1.2791,1.6842,2.1254,3.601,5.3635,-0.1302,0.6989,-2.4191,-0.631,-3.7898,-1.2229,1.3736,0.67
Cancer,-1.6414,0.4555,0.0158,0.2092,2.5251,0.9616,0.0201,-0.9504,1.1828,1.3551,3.3742,1.0667,-0.1745,0.6654,-1.9568,-0.9159,0.35,0.669,0.3669,1.327
Cancer,-1.0172,1.2838,-1.8718,0.7438,1.4974,0.4872,-1.0235,-0.8264,-1.5392,2.3611,-0.621,-2.635,0.5345,0.2154,-0.6315,0.3866,-0.7002,1.6337,0.5958,-0.7403
Cancer,-1.8988,-1.5968,-0.8673,-0.2422,2.34,1.5081,-0.3362,-3.1819,0.317,2.1875,4.8383,5.0198,-2.537,-0.0502,-3.5308,-0.2721,-4.442,0.0382,0.9313,1.0022
Cancer,-1.933,-2.0202,0.1883,0.3093,0.3182,0.2129,0.7124,-0.5086,0.714,2.7511,4.3205,2.5485,-2.7272,-1.3258,-0.161,-1.2133,-5.1338,0.1544,1.2041,0.4252
Cancer,-2.6355,-1.141,0.542,0.4148,0.56,0.9184,-0.3558,-1.5819,-0.3477,1.8865,3.7099,0.2382,-3.919,0.5804,-0.7477,-1.1043,-4.0125,0.576,0.9832,0.0333
Cancer,-1.9318,-0.5178,0.2598,0.1,2.3411,0.9539,-0.0779,-2.3709,1.0107,2.0295,5.1292,2.126,-1.7272,1.0317,-2.3587,-0.7741,-2.99,0.77,1.2694,0.3822
Cancer,-1.5088,1.6272,-2.321,-0.1205,1.6457,0.7151,0.2184,-2.7768,-3.3058,3.9382,-0.9542,-4.4838,-0.9785,-0.0863,0.877,0.7866,-2.955,2.8118,0.2236,1.3677
Cancer,-2.3459,-1.185,0.3448,0.4085,2.0422,0.3728,0.6225,-1.2104,1.6799,2.6758,3.3821,0.3718,-1.9822,0.1967,-1.3034,-0.896,-2.2862,1.8858,1.5471,-0.0658
Cancer,-1.9185,-0.4278,0.5402,1.3165,2.5503,0.4844,0.1705,-0.8614,-0.3138,2.1076,2.4112,3.8745,-2.247,0.3947,-1.8556,-1.3089,-1.279,0.8125,1.1841,-0.044
Cancer,-0.8617,1.4975,-0.0407,-0.112,3.4703,0.9508,-0.3374,-2.8141,1.3202,2.4911,4.6969,3.2572,-2.0702,0.9495,-2.2896,-1.4738,-5.468,0.7402,0.9975,-0.4473
Cancer,-0.5297,-0.5502,-0.597,0.059,2.9552,0.3519,0.1998,-0.7086,-0.9912,2.4068,3.9203,-1.9872,-1.4488,0.663,-2.9953,-0.1192,-5.531,0.5124,0.1493,-0.2162
Cancer,-1.7705,-0.8905,-0.4737,-0.127,3.5239,1.1334,0.1384,-1.8503,0.7668,2.7731,2.1128,2.0058,-2.0088,-0.6434,-1.7964,-0.7991,-5.202,0.7484,0.8269,0.0062
Cancer,-1.7808,-1.2412,-0.3483,0.8618,1.2413,1.4534,-1.1174,-1.2439,-0.6985,1.644,3.1787,1.3895,-1.2548,0.8778,-1.1135,-1.6476,-4.9238,-0.0346,0.7774,1.5798
Cancer,-2.0688,-1.5942,0.0208,-0.0385,2.3665,0.8051,0.2985,-1.7753,1.0157,2.4174,3.8376,4.5855,-3.01,-0.2413,-0.3816,-0.7857,-1.1332,0.4283,1.0746,-0.074
Cancer,-1.3992,-1.8065,-0.3852,-0.132,3.2062,1.1666,0.3123,-1.8359,0.8733,1.9682,3.1331,1.9008,-2.9132,-0.2822,-1.6635,-0.8517,0.024,0.6982,1.0316,-0.6412
Cancer,-1.384,-1.067,0.3797,-0.1245,3.1088,0.3432,0.743,-1.2643,-0.1228,2.058,4.2889,-1.0638,-1.9745,0.472,-2.4928,-1.9205,-3.1218,0.2468,1.2869,-0.6462
Cancer,-2.2583,-2.3168,1.2502,0.1015,1.1988,1.186,0.2436,-0.7256,0.4795,2.292,2.8984,1.6657,-3.6738,-0.6508,-1.4045,-0.8305,-4.536,-0.1426,1.3233,-0.046
Cancer,-2.3988,-0.2938,-0.7593,0.2068,3.3255,0.7841,-0.6121,-1.4218,1.0566,2.0949,5.1257,2.643,-1.3765,0.6735,-2.2255,-1.6368,-2.677,0.1606,-0.0759,0.0505
Cancer,-2.0461,-1.751,-0.4387,-0.0205,2.6941,0.9301,-0.0205,-1.9926,0.9182,1.9734,4.3556,0.2702,-2.3735,0.7455,-1.4902,-0.7946,-2.8725,0.2938,1.0421,-0.1802
Cancer,-1.6624,-1.7625,-0.1412,0.1272,2.1499,1.1324,0.25,-1.6392,0.7448,2.4025,4.9251,2.365,-3.0488,-0.2692,-2.7188,-0.4406,-1.4365,0.6667,1.6408,0.0258
Cancer,-2.0061,-1.6755,-0.5057,0.1772,1.5998,1.3019,-0.1901,-0.4561,1.5094,2.9688,3.7835,-2.3404,-2.742,0.3138,-1.7832,-0.5709,-5.2542,0.3622,0.2858,0.0588
Cancer,-1.5844,-1.0192,-0.5345,-0.521,0.8612,1.6076,-0.5861,-0.4536,0.5272,2.1999,3.2832,3.7942,-2.473,0.5218,-2.5846,-1.0968,-3.2502,-1.0241,0.7676,0.1923
Cancer,-2.0526,-1.2632,-0.3932,0.2068,-1.2952,0.2726,0.0166,-1.4375,-0.2931,2.2474,4.0259,-1.6535,-1.8155,0.1198,-0.7091,-1.3297,-4.755,1.1458,0.909,0.625
Cancer,-1.2268,-0.6835,-0.4115,0.0622,2.5884,1.063,-1.3181,-2.112,-0.9292,3.0385,4.4322,3.3285,-3.0318,-0.4363,-1.2488,-1.9771,-4.0432,0.3247,0.5771,0.4837
Cancer,-0.2628,0.7515,-0.7337,0.8032,2.2614,0.4861,-0.5426,-1.5582,-2.4002,2.3021,3.3754,1.2628,-1.2338,0.1173,-1.6989,-1.8056,-4.7505,0.3377,0.7385,-0.6355
Cancer,-0.4782,-0.293,-1.0072,0.501,2.6502,0.5292,-1.2425,-1.1329,1.6102,3.3991,5.0413,-3.6515,-2.7585,-0.3665,-3.041,-0.5647,-4.151,0.7257,0.454,-0.654
Cancer,-1.4728,-1.325,0.0542,-0.0362,2.3542,0.525,-0.4999,-0.0485,2.2143,1.9918,3.4676,-0.6828,-1.5707,0.287,-2.8254,-1.0849,-1.4075,1.3394,0.4221,-0.5853
Cancer,-1.625,0.0235,-0.3958,-0.0632,2.2887,0.9654,1.3349,-1.9654,0.9034,5.6457,3.4119,-2.2583,-2.4455,-0.0307,-2.0739,-0.3475,-2.9502,1.207,1.0554,-0.433
Cancer,-0.8478,-0.7552,-0.8875,0.4262,2.2232,0.5846,-0.5355,0.0752,-1.6765,1.7075,0.187,-1.1803,-0.7862,-0.0079,-1.1025,-0.3731,1.648,-0.7117,1.4809,1.0693
Cancer,-0.4813,-0.4758,-0.5307,-0.4912,1.5923,1.3911,-0.0735,-3.0655,1.9662,2.2791,5.3045,2.3697,-1.235,1.1498,-3.4863,-2.4879,-5.4275,-0.3962,0.8628,-0.5977
Cancer,-1.5242,-1.271,-0.3583,0.391,1.7696,1.1826,-0.4522,-1.0397,0.4949,2.2036,2.6973,3.8632,-1.994,-0.0285,-1.0049,-1.0289,-1.1288,0.9185,0.8944,0.5112
Cancer,-1.8568,-0.6972,-0.1852,0.7338,1.6309,0.4487,-0.5079,-0.9439,0.4047,1.3818,4.1302,2.3853,-2.5665,0.0148,-1.202,-2.0333,-4.3432,0.7942,1.2909,0.9462
Cancer,-2.0892,0.4502,-0.2837,0.294,2.0311,1.135,-0.192,-2.1073,0.4983,1.1371,2.0398,0.834,-1.3452,0.6705,-1.0379,-1.9143,-2.3095,1.1555,0.0676,1.1337
Cancer,-2.6858,-0.1695,0.333,0.4952,1.1987,-0.6553,-0.3716,-1.1164,-0.0314,1.1501,-3.3465,-2.4757,-0.7958,2.1917,1.6428,1.7919,2.4728,2.5726,1.031,-0.5358
Cancer,-1.2195,0.1268,-0.4958,0.215,-1.0498,1.0051,-0.1589,-0.689,-0.6078,1.2064,2.4851,-0.6322,-0.914,0.3238,-0.5511,-1.1633,-3.4582,1.2448,0.4792,0.7555
Cancer,-1.9968,-1.2155,-0.2665,0.1355,2.3007,0.6011,0.1608,0.5154,0.6062,0.9008,-2.5819,-2.6992,-0.5848,0.1758,-0.7134,0.5663,-0.284,-0.9341,0.1111,-0.4775
Cancer,-2.5133,-1.9635,-1.491,-0.142,2.3768,0.3414,1.1134,-1.5273,1.0336,1.4428,4.0654,1.7983,-2.2835,0.428,-3.4373,-0.1574,-3.7335,-0.0102,1.1891,0.2453
Cancer,-1.6059,-0.7305,-0.0475,0.3093,1.3933,1.1198,-0.1488,-1.0871,3.4331,1.9351,3.0855,0.9587,-1.9518,0.6116,-1.3564,-1.4524,-0.9468,1.5188,1.2029,0.4418
Cancer,-1.6308,-0.565,-0.1627,0.4995,1.9099,1.2572,0.1075,-2.3118,0.9938,1.5942,2.6143,0.4972,-0.9398,0.5887,-2.6012,-0.6825,-2.6848,1.7058,0.8887,-0.0978
Cancer,-0.9399,0.6285,1.915,0.5055,1.3823,0.4224,-0.3291,0.7179,0.6313,1.7632,-1.5444,-2.995,-0.39,0.7767,0.6837,-0.3402,-0.9855,2.2023,1.7494,0.0393
Cancer,-0.4202,-0.9695,-0.5878,0.2338,2.4118,1.5146,-0.4089,0.7889,0.7505,2.3816,4.2341,1.274,-1.1018,0.9374,-3.1266,-1.7869,-4.3572,-0.8193,0.8638,-1.108
Cancer,-1.4602,-1.417,-0.0958,0.009,1.9452,1.7372,-0.6591,-0.7951,-0.1182,1.8662,3.039,3.7082,-3.121,-0.2779,-0.7331,-2.1033,-3.5828,1.0876,0.5726,0.0418
Cancer,-1.6193,-0.6932,0.0753,0.742,2.0926,0.9594,-0.1368,-1.6944,1.2822,1.9272,5.3699,4.1758,-2.5302,0.1552,-3.6789,0.9684,-3.4022,0.0803,0.3496,-0.844
Cancer,-1.5235,-1.259,-0.5812,-0.205,-1.0478,0.8826,0.4814,-3.2752,0.6306,2.3104,1.4611,-2.9373,-0.076,0.68,-2.9103,-0.2234,2.2415,-0.0044,0.8921,0.0448
Cancer,-1.0166,-1.366,-2.0887,0.4892,2.1277,0.2291,0.2412,0.058,-2.2232,1.1368,-2.0483,-3.3226,-0.2978,0.1013,-1.5903,-0.5709,-3.4942,0.6382,1.2019,0.0373
Cancer,-1.7214,0.3218,0.2518,-0.1185,3.1288,0.7484,0.5405,0.4133,1.1954,4.2991,0.502,-2.1877,-0.3432,0.5125,-1.2911,-1.6408,-1.8588,0.2718,-0.2281,-0.7387
Cancer,-1.5817,-2.9025,-1.1597,-0.0698,3.1738,0.8634,-0.234,-1.8614,1.1458,3.0611,4.5808,2.3807,-3.9508,-0.2146,-3.7494,-0.8017,-5.4195,-0.0472,1.3909,-0.3395
Cancer,-1.2012,-0.654,-0.7743,-0.182,2.8523,-0.1815,-0.0872,-1.5565,-1.0742,2.262,3.0016,2.2493,-1.8298,0.0829,-1.4761,-0.9647,-1.3035,0.4376,0.8014,-0.0195
Cancer,0.2808,-1.4692,-1.4612,-0.026,2.0976,0.4096,-0.1992,-0.4431,-0.485,5.1732,3.4798,0.9743,-1.403,-2.2624,0.4574,-0.2339,0.8482,1.1192,1.2709,-0.683
Cancer,-0.518,0.4798,-1.5422,1.5682,3.1209,1.2052,-0.0365,1.1254,0.8316,1.605,-1.4929,-2.4008,-0.6185,1.1774,2.4834,-0.1563,3.6952,-1.8519,1.1937,0.356
Cancer,-1.7394,-1.3805,-0.2855,0.1393,2.7012,1.0228,-1.1673,-2.0056,-1.84,1.7118,3.734,4.496,-3.5268,1.1086,-1.7411,-2.3685,2.2882,0.7839,0.496,0.5818
Cancer,-1.7752,-0.676,-0.1415,0.1802,2.833,1.4633,0.3894,-1.9781,2.4089,2.3758,3.5852,0.6655,-2.185,-1.5152,-1.9404,-1.9179,-1.9622,1.0112,-0.3347,-0.0855
Cancer,-2.2662,-1.682,-0.29,-0.101,2.1232,0.9105,0.6652,-2.7721,0.3528,2.0712,4.7383,3.1607,-3.7208,-0.3521,-2.0904,-0.7006,-5.5742,0.3772,1.2059,0.4232
Cancer,-2.1557,-1.352,-0.1122,0.272,1.0592,0.9784,-0.4758,-1.5792,-0.0048,1.0171,4.5572,3.206,-3.3272,-0.4794,-0.6397,-2.1286,-4.5812,0.3352,0.2212,0.7788
Cancer,-1.5392,0.4802,-0.045,-0.2325,1.9774,1.4333,1.1736,-2.3738,-0.8692,5.0852,2.8713,-1.4323,-2.7695,-0.4924,-1.38,-0.8159,-1.8105,0.8762,0.6052,0.1307
Cancer,-1.1752,-0.8678,-0.1782,0.8352,2.0141,1.1151,-0.7109,-0.9139,1.4094,1.978,2.8506,1.7312,-2.04,-0.2544,-1.8433,-1.6964,-3.3888,-0.6413,1.2508,0.2108
Cancer,-0.6543,-0.1725,-0.7355,0.7482,0.632,1.129,-0.3511,-0.5382,-1.5061,1.527,-1.6588,-2.2505,-2.0888,-0.3738,-0.1429,-1.2081,-1.5252,0.3532,1.7919,1.3583
Cancer,-1.1649,1.3555,0.0447,0.7135,2.1528,1.1806,-1.6,-0.2319,-1.9512,0.4341,0.6377,-2.2437,-0.9518,0.2925,0.1033,-1.4614,0.7305,1.9527,0.4111,2.0435
Cancer,-2.2889,-0.863,0.0862,1.1285,3.5873,1.2196,-0.4396,-1.1217,0.5341,2.3222,-0.8125,-2.412,-1.2495,0.419,2.2951,1.4569,2.5922,-0.8378,0.6849,-0.1107
Cancer,-2.0058,-1.7488,1.1262,0.4095,2.7486,0.4991,-0.4281,-0.5117,2.3794,2.6658,5.0892,-2.4503,-2.137,-0.6004,-3.1283,-0.3011,-4.7755,-0.3664,0.4687,-0.3945
Cancer,-1.9753,-1.247,1.5772,0.159,1.0553,0.5254,0.5376,-2.4756,0.6292,1.6726,3.8633,3.1532,-3.0568,-0.6258,-2.8938,-1.1019,-3.7048,0.7342,1.6333,0.0348
Cancer,-0.9351,-1.5115,0.105,0.0118,2.0409,1.8245,-0.2844,-0.8937,1.7026,1.6465,2.9373,2.1102,-2.0198,-0.0499,-0.3273,-1.4191,-1.2755,1.2738,0.6743,0.0618
Cancer,-1.5464,-0.341,0.2697,1.1865,3.0514,1.3381,0.4645,-0.8711,-1.1314,4.5202,-3.0626,-1.7137,-2.3478,0.7237,0.3119,-1.2939,-2.1018,2.783,0.0991,0.1128
Cancer,-1.7885,-0.1915,-0.1282,0.8588,2.8928,1.3029,0.9391,-2.0226,0.4646,4.84,-0.833,-1.5143,-1.2835,1.8581,-1.9897,-0.5461,-0.328,1.124,0.5094,-0.0022
Cancer,-1.6415,-0.1795,-1.214,0.0368,3.0917,1.2856,0.5344,-1.2883,0.6012,3.8261,1.8542,2.2973,0.2812,-0.6934,-1.2357,-0.2914,0.5835,1.0652,0.5777,-0.1872
Cancer,-1.4038,0.9362,0.1743,0.5392,3.627,0.22,0.2558,-1.9428,-1.5582,1.2075,2.423,-1.5445,-0.9412,-0.1188,-2.2376,-1.1547,-4.4035,-0.6153,-0.1196,0.0165
Cancer,-2.4572,-0.5698,-0.1738,0.7555,1.4445,0.4013,-1.1501,-0.6888,-1.7589,-0.0609,-1.1336,-2.3565,-0.531,-0.6261,0.5382,-1.3057,-2.1703,-0.7721,0.5312,2.0498
Cancer,-0.7772,0.2758,1.005,-0.1942,3.4742,0.469,-0.5402,-1.8266,1.282,1.6364,2.5473,0.6947,-1.752,1.6404,-2.3097,-1.8148,0.2615,0.8888,0.3409,-0.3077
Cancer,-1.0491,-0.737,1.0002,-0.01,3.3662,0.1234,0.2394,-2.0379,0.7476,1.2969,4.4253,0.5673,-1.7872,-0.8113,-2.7783,-1.2366,-2.8035,-0.5435,0.8715,0.21
Cancer,-1.2328,-0.544,-2.3763,1.656,2.8558,1.5034,-0.8549,-1.2956,1.9802,2.2555,3.2029,3.182,-2.0498,0.084,-2.2375,-1.2889,-2.611,1.8152,1.0724,1.1447
Cancer,-1.8641,-0.7565,0.7178,-0.284,1.6848,1.7654,0.581,-1.3753,-1.2876,5.2496,-2.8003,-2.7143,-1.1828,0.074,0.1029,-0.0673,-0.5785,0.0033,1.2674,-1.3857
Cancer,-0.0292,0.031,-1.3985,0.2188,1.6907,0.8196,0.1929,-1.1012,-0.081,2.4961,2.8287,1.1203,-0.5865,0.0513,-1.5477,-0.3081,-2.494,-0.0163,0.8222,-1.101
Cancer,-0.8226,1.954,0.0913,0.0082,2.5493,0.3022,0.194,-1.4373,0.0533,1.8941,-2.5553,-2.4837,-0.202,1.3437,1.3046,0.9921,3.0605,2.2493,0.8552,-0.05
Cancer,-1.9963,-0.6692,-0.3257,0.427,3.228,0.3748,0.2114,-1.6281,0.1559,4.9948,4.0982,1.195,-1.986,-0.1472,-1.0909,-1.5337,1.7472,2.0869,0.8548,0.4775
Cancer,-2.0718,-2.5975,-0.9167,0.036,1.8089,0.7029,0.706,-0.6585,1.4812,1.7764,3.9499,2.585,-2.6383,0.2333,-3.8987,0.0925,-4.7022,-0.3967,1.2334,-0.5743
Cancer,-3.0523,0.7228,-0.2533,0.2525,3.1982,-1.3282,-0.294,-0.9129,-2.5357,1.0939,-2.3901,-2.7137,0.019,-0.3467,0.5531,-0.4007,1.4245,1.3932,1.5984,0.968
Cancer,-1.8209,-0.6335,-1.1592,0.2985,2.4768,1.0332,1.133,0.0429,-2.0172,4.6391,-2.5382,-2.0195,-0.957,0.6713,-1.5732,-0.2076,-2.5375,1.9448,0.5189,0.2772
Cancer,-1.8466,0.0635,0.575,-0.0832,1.5862,0.3893,0.3924,-1.8385,-0.7955,4.7791,-0.809,-2.249,-0.2562,-0.4598,-1.7941,0.5698,-3.137,0.7242,0.2085,-0.8355
Cancer,-1.6418,0.9925,-1.0428,0.0035,3.7118,-0.3206,1.7484,-2.9618,0.3522,3.4048,0.6366,-2.7882,-1.2668,-0.3157,-2.2997,-1.0978,-0.64,0.5305,0.8888,0.4813
Cancer,-0.955,0.596,-0.4913,0.2208,1.5547,1.1334,0.1045,-2.2587,-1.6842,5.4802,0.9412,-0.7207,-1.0228,-0.2858,-2.1881,-1.3765,1.8025,0.1062,0.1602,0.4778
Cancer,-0.7075,-0.0402,-0.5543,0.215,2.0902,1.3345,-1.4417,-0.8627,1.2322,0.6132,3.7518,2.6742,-1.819,0.5822,-2.7521,-1.9605,-1.4028,-0.1422,0.3486,0.4098
Cancer,-2.4295,-1.4828,-0.445,0.3,2.2297,0.8245,0.9519,-2.1441,0.1663,3.1178,3.1023,0.8473,-3.275,-1.3655,0.0275,-2.5518,-5.3368,0.6455,0.8937,0.2072
Cancer,-1.0167,-0.177,0.1083,-0.2618,3.3907,0.9789,1.3285,-2.4562,0.628,3.931,2.1259,-2.659,-0.8158,-1.5802,-2.7928,-1.3887,-1.1062,0.5536,0.2636,-0.4005
Cancer,-0.3119,0.7942,0.712,0.7143,2.7564,-0.7227,-0.5758,-1.6848,1.6522,1.2988,4.8533,0.9185,-0.301,0.6215,-3.6862,-0.5931,0.8005,-0.2884,0.8793,0.7173
Cancer,-0.4246,-0.681,0.0898,0.3162,2.7511,0.3429,-0.8439,-1.0551,0.9875,2.6269,4.8033,-0.571,-0.5898,-0.4267,-3.2956,-1.6241,-2.6647,0.0808,-0.1957,-0.2835
Cancer,-3.9175,0.121,-1.7723,0.4858,1.366,0.2972,-0.2362,-1.9521,-3.3227,-0.644,2.5478,1.1347,-0.0972,-0.0897,0.5333,-1.2074,-4.1712,0.5281,-0.7996,-0.9402
Cancer,-1.4062,-0.2132,0.8422,0.2262,2.0961,0.1544,0.3991,-2.6331,-1.9271,1.4584,-2.9062,-2.3148,-0.5377,1.4081,1.4102,-0.4556,1.035,2.0189,0.6232,-0.232
Cancer,-1.825,-0.641,0.2413,0.8385,2.5738,1.5054,-0.1031,-1.2462,1.2235,2.5316,4.1999,-2.1723,-2.3068,0.038,-2.4909,-1.2442,-4.5735,0.5908,0.0503,0.6288
Cancer,-2.1162,-0.8038,0.0002,0.2785,0.0147,0.8504,0.1792,-1.2031,-1.0374,1.7306,2.7741,3.1208,-1.8208,0.1591,-1.6469,-1.0025,-0.0902,1.2449,1.3141,2.0668
Cancer,-1.3815,-0.5075,0.5108,0.2145,1.8798,-0.1835,0.2996,-1.9736,-1.3022,1.9921,-2.3861,-1.6622,-2.0165,-0.0839,0.6591,1.8393,0.4842,2.3862,1.0869,0.3138
Cancer,-0.6889,-0.744,-1.7127,0.5145,2.4564,0.7807,0.0478,-2.3281,-3.2412,0.7736,-3.8335,-2.8718,0.5935,1.0103,6.0686,0.0057,-0.805,-0.5952,0.8477,-0.5335
Cancer,-2.7108,-1.5787,0.591,0.163,2.0819,0.8729,0.56,-1.1526,0.1887,1.6969,4.1461,-1.3097,-3.4425,-0.3689,-0.7163,-1.7758,-5.8322,1.3598,1.0061,0.5603
Cancer,-2.4497,-1.488,0.0027,0.5442,2.1155,0.7661,0.8992,-2.3003,0.625,1.3269,4.7798,2.8972,-2.811,0.0345,-1.7639,-1.1588,-1.4545,1.4986,0.6944,0.547
Cancer,-0.8087,-1.182,0.3315,0.0465,1.8397,1.5669,-0.8451,-0.2921,-2.679,1.4129,-3.2698,-2.983,-1.1825,-0.0465,0.9232,-1.7304,0.265,1.2729,0.9992,-0.5585
Cancer,-0.4605,-0.7615,-0.7953,0.0538,2.7939,0.6316,0.2114,-0.3713,2.3754,2.6899,5.4437,-0.2612,-1.0518,-0.117,-3.053,-2.1165,-4.0938,-0.3387,1.0037,0.7228
Cancer,-1.1662,-1.815,-0.7445,0.0598,3.3517,0.8053,-0.194,-0.8851,-0.3522,2.5686,4.4156,1.2445,-2.415,-0.8785,-2.3023,0.2207,-5.5485,0.0024,0.9686,-0.0602
Cancer,0.0169,0.031,0.2083,-0.1218,-1.5461,0.755,0.5434,-2.0884,1.7922,2.8476,4.2158,-1.434,0.1815,1.1834,-2.6824,-1.7788,-4.8845,-0.4203,1.3011,-0.0863
Cancer,-1.8167,-0.5855,-0.8737,0.8975,1.1517,0.5856,-0.932,-0.8304,-1.1732,0.915,2.0405,0.8897,-1.9235,0.2273,-0.6592,-1.3376,-0.4805,0.9443,0.9187,1.3235
Cancer,-0.6595,-0.599,-0.213,0.0302,3.8396,0.5844,0.4765,-0.2046,1.671,2.6776,4.3451,-2.3213,-0.1645,-0.0216,-2.7117,-0.9273,-0.1955,0.9759,0.2991,-0.9693
Cancer,-1.0679,0.1328,0.6902,0.4062,1.541,0.8151,0.0199,-1.8273,1.2339,1.6204,4.0968,2.0018,-1.5162,0.3449,-3.1565,-1.0851,-1.257,0.5526,0.9151,-0.051
Cancer,-1.4066,-0.9212,-0.4528,-0.0805,3.1095,-0.2204,-0.4515,-1.7807,-1.4293,1.5518,4.6229,0.666,-1.6075,1.1299,-2.1054,-1.5888,-1.1535,0.5941,1.1732,0.1643
Cancer,-0.742,-0.1635,-1.0532,-0.8002,2.2419,-0.1144,0.662,-2.9339,-1.2128,2.8564,4.2255,-2.1642,-1.1165,0.9108,-3.0698,-1.3409,-0.8512,-0.2592,1.0914,0.0243
Cancer,-1.1742,-1.2832,0.0928,-0.4428,1.877,0.8461,-0.0754,-1.8173,1.2126,2.4939,5.3132,-0.0197,-1.4792,0.5174,-2.1299,-0.7466,-3.0895,0.7942,1.7534,0.1733
Cancer,-1.298,-0.9895,-0.216,0.097,-3.4669,0.8914,-0.2861,-0.6032,0.6974,1.8492,3.1742,4.237,-1.9148,0.2827,-1.9879,-1.9765,-3.7685,1.4872,1.4784,0.7805
Cancer,-2.6379,0.632,-2.2088,0.6165,1.1738,-1.9876,-0.1838,0.7133,-1.4483,0.3713,-3.474,-2.431,0.6485,0.3059,-0.8224,-1.0202,-1.5962,1.8376,1.1338,0.2213
Cancer,-0.3797,-0.1152,-0.063,-0.0602,3.0331,1.4799,-0.5826,-2.0262,2.1755,2.7314,4.3672,4.046,-2.0642,0.2045,-3.0043,-1.5899,-1.697,-0.2893,1.5017,-1.0377
Cancer,-0.6738,-0.1445,0.0805,2.0675,4.3276,0.6273,2.9928,-2.6866,1.7512,5.354,-2.4324,-2.7787,0.2527,0.6086,-1.4234,-0.7366,-3.5745,-0.8198,0.0499,-1.0465
Cancer,-1.8344,-1.1175,-0.3485,0.544,2.643,-0.3445,0.6132,-1.3036,1.0365,2.0173,5.1619,3.0055,-1.8668,-0.5201,-1.044,-1.3544,-4.43,0.4408,0.7548,0.5295
Cancer,-3.0414,1.5232,0.4948,1.1067,2.3823,0.0024,-0.3181,-0.9826,-2.3619,1.5525,-3.6293,-2.951,-0.6255,1.0218,0.413,1.3459,-3.7785,0.0128,1.0279,1.6157
